subject,roi,cluster_id,hits,hit_rate,birth,death,persistence,maxdist_full,shift_added,robust,B,subsample_frac,persist_floor_frac,top_L,cluster_tol_frac,min_hits,strict_tag
1,PH,0,198,0.99,2.2750340455037126,8.01552558358694,5.740491538083228,21.151387215660645,10.29743778805597,True,200,0.8,0.05,10,0.02,10,STRICT2
1,PH,2,151,0.755,1.368314708922019,7.753172823902575,6.384858114980556,21.151387215660645,10.29743778805597,True,200,0.8,0.05,10,0.02,10,STRICT2
1,PH,1,138,0.69,2.959385110316161,8.12354831716609,5.1641632068499295,21.151387215660645,10.29743778805597,True,200,0.8,0.05,10,0.02,10,STRICT2
1,PH,4,17,0.085,3.612599160936144,8.320497075716654,4.707897914780511,21.151387215660645,10.29743778805597,True,200,0.8,0.05,10,0.02,10,STRICT2
1,PH,5,11,0.055,2.7476723194122314,7.614607095718384,4.866934776306152,21.151387215660645,10.29743778805597,True,200,0.8,0.05,10,0.02,10,STRICT2
1,PH,3,1,0.005,1.9673271179199219,7.745233058929443,5.7779059410095215,21.151387215660645,10.29743778805597,False,200,0.8,0.05,10,0.02,10,STRICT2
1,PH,7,1,0.005,2.244790554046631,7.012911319732666,4.768120765686035,21.151387215660645,10.29743778805597,False,200,0.8,0.05,10,0.02,10,STRICT2
1,PH,6,1,0.005,4.257719357808431,8.495846112569174,4.238126754760742,21.151387215660645,10.29743778805597,False,200,0.8,0.05,10,0.02,10,STRICT2
1,STSva,1,200,1.0,1.3683612732326282,3.390341386044314,2.021980112811686,10.600733430193497,4.448569179581238,True,200,0.8,0.05,10,0.02,10,STRICT2
1,STSva,0,174,0.87,0.9686039565615572,3.220054815614844,2.2514508590532865,10.600733430193497,4.448569179581238,True,200,0.8,0.05,10,0.02,10,STRICT2
1,STSva,2,49,0.245,1.6605621566120377,3.4386277076525564,1.778065551040519,10.600733430193497,4.448569179581238,True,200,0.8,0.05,10,0.02,10,STRICT2
1,STSva,4,16,0.08,1.3489863119627301,3.110942100223742,1.761955788261012,10.600733430193497,4.448569179581238,True,200,0.8,0.05,10,0.02,10,STRICT2
1,STSva,3,10,0.05,0.9362759441137314,3.4420525630315146,2.5057766189177832,10.600733430193497,4.448569179581238,True,200,0.8,0.05,10,0.02,10,STRICT2
1,STSva,5,4,0.02,1.8581793308258057,3.578194737434387,1.7200154066085815,10.600733430193497,4.448569179581238,False,200,0.8,0.05,10,0.02,10,STRICT2
1,PIT,0,199,0.995,6.337221258664986,11.760650229485703,5.423428970820717,27.281403482960297,14.05800385873182,True,200,0.8,0.05,10,0.02,10,STRICT2
1,PIT,2,143,0.715,5.602593300293903,11.513685065872815,5.911091765578912,27.281403482960297,14.05800385873182,True,200,0.8,0.05,10,0.02,10,STRICT2
1,PIT,3,79,0.395,4.825232982635498,11.402498607394062,6.577265624758564,27.281403482960297,14.05800385873182,True,200,0.8,0.05,10,0.02,10,STRICT2
1,PIT,1,65,0.325,7.089210347431462,11.918712499665052,4.829502152233589,27.281403482960297,14.05800385873182,True,200,0.8,0.05,10,0.02,10,STRICT2
1,PIT,4,8,0.04,7.727063395760276,12.275183244185014,4.548119848424738,27.281403482960297,14.05800385873182,False,200,0.8,0.05,10,0.02,10,STRICT2
1,PIT,5,2,0.01,6.824174404144287,12.451004028320312,5.626829624176025,27.281403482960297,14.05800385873182,False,200,0.8,0.05,10,0.02,10,STRICT2
