subject,roi,eps_quantile,eps_value,edges,density,avg_degree,n_components,largest_component
5,LO2,0.2,-0.8908066749572754,37028,0.20000432114769684,121.60262725779967,1,609
5,LO2,0.3,-0.5205848217010498,55541,0.3000010802869242,182.40065681444992,1,609
5,LO2,0.4,-0.2475719451904297,74055,0.4000032408607726,243.20197044334975,1,609
5,LO2,0.5,-0.015101790428161621,92568,0.5,304.0,1,609
5,MT,0.01,-4.845229799300432,1852,0.010003456918157462,6.082101806239737,268,342
5,MT,0.02,-3.781036036275327,3703,0.02000151240169389,12.160919540229886,67,543
5,MT,0.05,-2.4867795056197792,9257,0.05000108028692421,30.400656814449917,1,609
5,MT,0.1,-1.5858256313949823,18514,0.10000216057384842,60.801313628899834,1,609
5,MT,0.15,-1.1260243272408843,27771,0.15000324086077263,91.20197044334975,1,609
5,MT,0.2,-0.8337764889001846,37028,0.20000432114769684,121.60262725779967,1,609
5,MT,0.3,-0.4552297331392765,55541,0.3000010802869242,182.40065681444992,1,609
5,MT,0.4,-0.1904393434524536,74055,0.4000032408607726,243.20197044334975,1,609
5,MT,0.5,0.033919572830200195,92568,0.5,304.0,1,609
5,PH,0.01,-4.411033000797033,1852,0.010003456918157462,6.082101806239737,304,306
5,PH,0.02,-3.5999416053295135,3703,0.02000151240169389,12.160919540229886,186,424
5,PH,0.05,-2.513948619365692,9257,0.05000108028692421,30.400656814449917,16,594
5,PH,0.1,-1.6901189535856247,18514,0.10000216057384842,60.801313628899834,1,609
5,PH,0.15,-1.2289648354053497,27771,0.15000324086077263,91.20197044334975,1,609
5,PH,0.2,-0.9206333160400391,37028,0.20000432114769684,121.60262725779967,1,609
5,PH,0.3,-0.5081115663051605,55541,0.3000010802869242,182.40065681444992,1,609
5,PH,0.4,-0.22301626205444336,74055,0.4000032408607726,243.20197044334975,1,609
5,PH,0.5,0.010930746793746948,92568,0.5,304.0,1,609
5,PIT,0.01,-4.041001331806183,1852,0.010003456918157462,6.082101806239737,298,312
5,PIT,0.02,-3.2935956954956054,3703,0.02000151240169389,12.160919540229886,162,448
5,PIT,0.05,-2.306922882795334,9257,0.05000108028692421,30.400656814449917,14,596
5,PIT,0.1,-1.569653034210205,18514,0.10000216057384842,60.801313628899834,1,609
5,PIT,0.15,-1.1540715098381042,27771,0.15000324086077263,91.20197044334975,1,609
5,PIT,0.2,-0.8723702430725098,37028,0.20000432114769684,121.60262725779967,1,609
5,PIT,0.3,-0.4899059534072876,55541,0.3000010802869242,182.40065681444992,1,609
5,PIT,0.4,-0.2230510711669922,74056,0.4000086422953937,243.20525451559934,1,609
5,PIT,0.5,0.003671884536743164,92568,0.5,304.0,1,609
5,STSva,0.01,-2.5033077482134103,1852,0.010003456918157462,6.082101806239737,141,469
5,STSva,0.02,-2.003550510481,3703,0.02000151240169389,12.160919540229886,32,578
5,STSva,0.05,-1.3825290966778994,9257,0.05000108028692421,30.400656814449917,2,608
5,STSva,0.1,-0.946717144921422,18514,0.10000216057384842,60.801313628899834,1,609
5,STSva,0.15,-0.7075053472071886,27771,0.15000324086077263,91.20197044334975,1,609
5,STSva,0.2,-0.546558566391468,37028,0.20000432114769684,121.60262725779967,1,609
5,STSva,0.3,-0.321399113163352,55541,0.3000010802869242,182.40065681444992,1,609
5,STSva,0.4,-0.1494748890399933,74055,0.4000032408607726,243.20197044334975,1,609
5,STSva,0.5,0.0002981945872306824,92568,0.5,304.0,1,609
5,V1,0.01,-3.230547787249088,1852,0.010003456918157462,6.082101806239737,153,456
5,V1,0.02,-2.4984859094023704,3703,0.02000151240169389,12.160919540229886,38,572
5,V1,0.05,-1.668128103017807,9257,0.05000108028692421,30.400656814449917,4,606
5,V1,0.1,-1.1097588539123535,18514,0.10000216057384842,60.801313628899834,1,609
5,V1,0.15,-0.8185759335756302,27771,0.15000324086077263,91.20197044334975,1,609
5,V1,0.2,-0.6205610036849976,37028,0.20000432114769684,121.60262725779967,1,609
5,V1,0.3,-0.35166025161743164,55541,0.3000010802869242,182.40065681444992,1,609
5,V1,0.4,-0.15756011009216309,74055,0.4000032408607726,243.20197044334975,1,609
5,V1,0.5,0.009382486343383789,92568,0.5,304.0,1,609
5,V2,0.01,-2.315625143051147,1852,0.010003456918157462,6.082101806239737,156,454
5,V2,0.02,-1.862241280078888,3703,0.02000151240169389,12.160919540229886,45,565
5,V2,0.05,-1.31881982088089,9257,0.05000108028692421,30.400656814449917,3,607
5,V2,0.1,-0.9291055202484131,18514,0.10000216057384842,60.801313628899834,1,609
5,V2,0.15,-0.7052575051784515,27771,0.15000324086077263,91.20197044334975,1,609
5,V2,0.2,-0.5539329051971436,37028,0.20000432114769684,121.60262725779967,1,609
5,V2,0.3,-0.3351863622665405,55541,0.3000010802869242,182.40065681444992,1,609
5,V2,0.4,-0.16762197017669678,74055,0.4000032408607726,243.20197044334975,1,609
5,V2,0.5,-0.019106566905975342,92568,0.5,304.0,1,609
5,V3,0.01,-2.619542920589447,1852,0.010003456918157462,6.082101806239737,170,440
5,V3,0.02,-2.0864357948303223,3703,0.02000151240169389,12.160919540229886,51,559
5,V3,0.05,-1.4453920125961304,9257,0.05000108028692421,30.400656814449917,5,605
5,V3,0.1,-0.9987481832504272,18514,0.10000216057384842,60.801313628899834,1,609
5,V3,0.15,-0.751265823841095,27771,0.15000324086077263,91.20197044334975,1,609
5,V3,0.2,-0.5790963172912598,37028,0.20000432114769684,121.60262725779967,1,609
5,V3,0.3,-0.34171223640441895,55541,0.3000010802869242,182.40065681444992,1,609
5,V3,0.4,-0.16474485397338867,74055,0.4000032408607726,243.20197044334975,1,609
5,V3,0.5,-0.009221911430358887,92568,0.5,304.0,1,609
5,V4,0.01,-3.3543835043907166,1852,0.010003456918157462,6.082101806239737,190,420
5,V4,0.02,-2.6505913972854613,3703,0.02000151240169389,12.160919540229886,74,536
5,V4,0.05,-1.8017323017120361,9257,0.05000108028692421,30.400656814449917,9,601
5,V4,0.1,-1.2122230529785156,18514,0.10000216057384842,60.801313628899834,3,607
5,V4,0.15,-0.8837990760803223,27771,0.15000324086077263,91.20197044334975,2,608
5,V4,0.2,-0.669428825378418,37028,0.20000432114769684,121.60262725779967,1,609
5,V4,0.3,-0.3771247863769531,55541,0.3000010802869242,182.40065681444992,1,609
5,V4,0.4,-0.16830921173095703,74055,0.4000032408607726,243.20197044334975,1,609
5,V4,0.5,0.009480476379394531,92568,0.5,304.0,1,609
7,LO2,0.01,-4.781754156947136,1852,0.010003456918157462,6.082101806239737,112,498
7,LO2,0.02,-3.7074949502944947,3703,0.02000151240169389,12.160919540229886,24,586
7,LO2,0.05,-2.411514699459076,9257,0.05000108028692421,30.400656814449917,3,607
7,LO2,0.1,-1.5256465151906013,18514,0.10000216057384842,60.801313628899834,2,608
7,LO2,0.15,-1.071059450507164,27771,0.15000324086077263,91.20197044334975,2,608
7,LO2,0.2,-0.7790544033050537,37028,0.20000432114769684,121.60262725779967,1,609
7,LO2,0.3,-0.4035717248916626,55541,0.3000010802869242,182.40065681444992,1,609
7,LO2,0.4,-0.14139556884765625,74055,0.4000032408607726,243.20197044334975,1,609
7,LO2,0.5,0.08162140846252441,92568,0.5,304.0,1,609
7,MT,0.01,-5.114119696617126,1852,0.010003456918157462,6.082101806239737,280,330
7,MT,0.02,-4.134632915258408,3703,0.02000151240169389,12.160919540229886,143,467
7,MT,0.05,-2.8233843073248863,9257,0.05000108028692421,30.400656814449917,5,605
7,MT,0.1,-1.8726986506953835,18514,0.10000216057384842,60.801313628899834,2,608
7,MT,0.15,-1.3481716476380825,27771,0.15000324086077263,91.20197044334975,1,609
7,MT,0.2,-0.9949378967285156,37028,0.20000432114769684,121.60262725779967,1,609
7,MT,0.3,-0.538533840328455,55541,0.3000010802869242,182.40065681444992,1,609
7,MT,0.4,-0.24278460443019867,74055,0.4000032408607726,243.20197044334975,1,609
7,MT,0.5,-0.002161376178264618,92568,0.5,304.0,1,609
7,PH,0.01,-3.673639404028654,1852,0.010003456918157462,6.082101806239737,222,388
7,PH,0.02,-2.975452495366335,3703,0.02000151240169389,12.160919540229886,92,518
7,PH,0.05,-2.0643613636493683,9257,0.05000108028692421,30.400656814449917,13,597
7,PH,0.1,-1.3969562239944935,18514,0.10000216057384842,60.801313628899834,2,608
7,PH,0.15,-1.0194226056337357,27771,0.15000324086077263,91.20197044334975,1,609
7,PH,0.2,-0.7641593217849731,37028,0.20000432114769684,121.60262725779967,1,609
7,PH,0.3,-0.4165568947792053,55541,0.3000010802869242,182.40065681444992,1,609
7,PH,0.4,-0.16845405101776123,74055,0.4000032408607726,243.20197044334975,1,609
7,PH,0.5,0.041473567485809326,92568,0.5,304.0,1,609
7,PIT,0.01,-4.726739051938057,1852,0.010003456918157462,6.082101806239737,289,321
7,PIT,0.02,-3.751182448118925,3703,0.02000151240169389,12.160919540229886,119,491
7,PIT,0.05,-2.5306898951530457,9257,0.05000108028692421,30.400656814449917,5,605
7,PIT,0.1,-1.6486076712608337,18514,0.10000216057384842,60.801313628899834,1,609
7,PIT,0.15,-1.1692171692848206,27771,0.15000324086077263,91.20197044334975,1,609
7,PIT,0.2,-0.8520989418029785,37028,0.20000432114769684,121.60262725779967,1,609
7,PIT,0.3,-0.45026564598083496,55541,0.3000010802869242,182.40065681444992,1,609
7,PIT,0.4,-0.1767735481262207,74055,0.4000032408607726,243.20197044334975,1,609
7,PIT,0.5,0.04914689064025879,92568,0.5,304.0,1,609
7,STSva,0.01,-2.046917077153921,1852,0.010003456918157462,6.082101806239737,271,337
7,STSva,0.02,-1.666504654288292,3703,0.02000151240169389,12.160919540229886,107,503
7,STSva,0.05,-1.1870078090578318,9257,0.05000108028692421,30.400656814449917,10,600
7,STSva,0.1,-0.8575377725064754,18514,0.10000216057384842,60.801313628899834,1,609
7,STSva,0.15,-0.6714625032618642,27771,0.15000324086077263,91.20197044334975,1,609
7,STSva,0.2,-0.53229159116745,37028,0.20000432114769684,121.60262725779967,1,609
7,STSva,0.3,-0.33005581982433796,55541,0.3000010802869242,182.40065681444992,1,609
7,STSva,0.4,-0.17059824615716934,74055,0.4000032408607726,243.20197044334975,1,609
7,STSva,0.5,-0.029941902495920658,92568,0.5,304.0,1,609
7,V1,0.01,-2.4974014177918433,1852,0.010003456918157462,6.082101806239737,164,446
7,V1,0.02,-1.9754020512104034,3703,0.02000151240169389,12.160919540229886,30,580
7,V1,0.05,-1.3139092922210693,9257,0.05000108028692421,30.400656814449917,4,606
7,V1,0.1,-0.8900048732757568,18514,0.10000216057384842,60.801313628899834,1,609
7,V1,0.15,-0.6643370017409325,27771,0.15000324086077263,91.20197044334975,1,609
7,V1,0.2,-0.5149875953793526,37028,0.20000432114769684,121.60262725779967,1,609
7,V1,0.3,-0.3065190613269806,55541,0.3000010802869242,182.40065681444992,1,609
7,V1,0.4,-0.15464293956756592,74055,0.4000032408607726,243.20197044334975,1,609
7,V1,0.5,-0.024272531270980835,92568,0.5,304.0,1,609
7,V2,0.01,-2.601466765999794,1852,0.010003456918157462,6.082101806239737,147,463
7,V2,0.02,-2.0994098901748655,3703,0.02000151240169389,12.160919540229886,37,573
7,V2,0.05,-1.4538812711834908,9257,0.05000108028692421,30.400656814449917,3,607
7,V2,0.1,-0.9934099912643433,18514,0.10000216057384842,60.801313628899834,1,609
7,V2,0.15,-0.7386608570814133,27771,0.15000324086077263,91.20197044334975,1,609
7,V2,0.2,-0.5678137540817261,37028,0.20000432114769684,121.60262725779967,1,609
7,V2,0.3,-0.33009397983551025,55541,0.3000010802869242,182.40065681444992,1,609
7,V2,0.4,-0.15809369087219238,74055,0.4000032408607726,243.20197044334975,1,609
7,V2,0.5,-0.00884014368057251,92568,0.5,304.0,1,609
7,V3,0.01,-2.5353744477033615,1852,0.010003456918157462,6.082101806239737,178,432
7,V3,0.02,-2.0882505498826505,3703,0.02000151240169389,12.160919540229886,72,538
7,V3,0.05,-1.489316737279296,9257,0.05000108028692421,30.400656814449917,9,601
7,V3,0.1,-1.0519567131996155,18514,0.10000216057384842,60.801313628899834,2,608
7,V3,0.15,-0.8074465990066528,27771,0.15000324086077263,91.20197044334975,1,609
7,V3,0.2,-0.6312527656555176,37028,0.20000432114769684,121.60262725779967,1,609
7,V3,0.3,-0.38213491439819336,55541,0.3000010802869242,182.40065681444992,1,609
7,V3,0.4,-0.1987762451171875,74055,0.4000032408607726,243.20197044334975,1,609
7,V3,0.5,-0.03563007712364197,92568,0.5,304.0,1,609
7,V4,0.01,-3.019823896791786,1852,0.010003456918157462,6.082101806239737,113,497
7,V4,0.02,-2.3765739798545837,3703,0.02000151240169389,12.160919540229886,26,584
7,V4,0.05,-1.6136257499456406,9257,0.05000108028692421,30.400656814449917,2,608
7,V4,0.1,-1.0960752964019775,18514,0.10000216057384842,60.801313628899834,1,609
7,V4,0.15,-0.8162443935871124,27771,0.15000324086077263,91.20197044334975,1,609
7,V4,0.2,-0.6244962215423584,37028,0.20000432114769684,121.60262725779967,1,609
7,V4,0.3,-0.362384557723999,55541,0.3000010802869242,182.40065681444992,1,609
7,V4,0.4,-0.16114377975463867,74055,0.4000032408607726,243.20197044334975,1,609
7,V4,0.5,0.013753056526184082,92568,0.5,304.0,1,609
