subject,roi,cluster_id,hit_rate,birth,death,persistence,eps_used,step,node_index,nsdId
5,V1,0,0.81,1.055119276046753,3.2403018474578857,2.185182571411133,1.1643784046173096,3,140,69215
5,V1,0,0.81,1.055119276046753,3.2403018474578857,2.185182571411133,1.1643784046173096,4,12,14899
5,V1,2,0.81,1.5744619369506836,3.4953229427337646,1.8518768548965454,1.6670557796955108,0,12,14899
5,V1,2,0.81,1.5744619369506836,3.4953229427337646,1.8518768548965454,1.6670557796955108,1,26,25269
5,V1,2,0.81,1.5744619369506836,3.4953229427337646,1.8518768548965454,1.6670557796955108,2,76,41711
5,V1,2,0.81,1.5744619369506836,3.4953229427337646,1.8518768548965454,1.6670557796955108,3,48,33544
5,V1,2,0.81,1.5744619369506836,3.4953229427337646,1.8518768548965454,1.6670557796955108,4,12,14899
5,V2,2,0.875,1.1035819053649902,2.123190402984619,1.018296480178833,1.1544967293739319,0,140,69215
5,V2,2,0.875,1.1035819053649902,2.123190402984619,1.018296480178833,1.1544967293739319,1,6,11953
5,V2,2,0.875,1.1035819053649902,2.123190402984619,1.018296480178833,1.1544967293739319,2,28,25372
5,V2,2,0.875,1.1035819053649902,2.123190402984619,1.018296480178833,1.1544967293739319,3,150,7655
5,V2,2,0.875,1.1035819053649902,2.123190402984619,1.018296480178833,1.1544967293739319,4,140,69215
5,V2,3,0.845,1.2208185195922852,2.216970920562744,0.996152400970459,1.270626139640808,0,12,14899
5,V2,3,0.845,1.2208185195922852,2.216970920562744,0.996152400970459,1.270626139640808,1,28,25372
5,V2,3,0.845,1.2208185195922852,2.216970920562744,0.996152400970459,1.270626139640808,2,6,11953
5,V2,3,0.845,1.2208185195922852,2.216970920562744,0.996152400970459,1.270626139640808,3,140,69215
5,V2,3,0.845,1.2208185195922852,2.216970920562744,0.996152400970459,1.270626139640808,4,12,14899
5,V4,1,0.94,0.8374916315078735,2.2726104259490967,1.429815649986267,0.9089824140071869,0,29,25589
5,V4,1,0.94,0.8374916315078735,2.2726104259490967,1.429815649986267,0.9089824140071869,1,34,28756
5,V4,1,0.94,0.8374916315078735,2.2726104259490967,1.429815649986267,0.9089824140071869,2,57,36979
5,V4,1,0.94,0.8374916315078735,2.2726104259490967,1.429815649986267,0.9089824140071869,3,90,48261
5,V4,1,0.94,0.8374916315078735,2.2726104259490967,1.429815649986267,0.9089824140071869,4,29,25589
5,PIT,2,0.915,2.1258747577667236,4.376979827880859,2.2511050701141357,2.2384300112724302,0,35,29382
5,PIT,2,0.915,2.1258747577667236,4.376979827880859,2.2511050701141357,2.2384300112724302,1,105,53156
5,PIT,2,0.915,2.1258747577667236,4.376979827880859,2.2511050701141357,2.2384300112724302,2,10,13315
5,PIT,2,0.915,2.1258747577667236,4.376979827880859,2.2511050701141357,2.2384300112724302,3,146,72016
5,PIT,2,0.915,2.1258747577667236,4.376979827880859,2.2511050701141357,2.2384300112724302,4,35,29382
5,PH,2,0.94,1.5835886001586914,3.694026470184326,2.1104378700256348,1.6891104936599732,0,58,37060
5,PH,2,0.94,1.5835886001586914,3.694026470184326,2.1104378700256348,1.6891104936599732,1,34,28756
5,PH,2,0.94,1.5835886001586914,3.694026470184326,2.1104378700256348,1.6891104936599732,2,43,3172
5,PH,2,0.94,1.5835886001586914,3.694026470184326,2.1104378700256348,1.6891104936599732,3,130,64499
5,PH,2,0.94,1.5835886001586914,3.694026470184326,2.1104378700256348,1.6891104936599732,4,58,37060
5,PH,0,0.875,1.3286023139953613,3.635204315185547,2.3066020011901855,1.4439324140548706,0,35,29382
5,PH,0,0.875,1.3286023139953613,3.635204315185547,2.3066020011901855,1.4439324140548706,1,1,11522
5,PH,0,0.875,1.3286023139953613,3.635204315185547,2.3066020011901855,1.4439324140548706,2,43,3172
5,PH,0,0.875,1.3286023139953613,3.635204315185547,2.3066020011901855,1.4439324140548706,3,128,63932
5,PH,0,0.875,1.3286023139953613,3.635204315185547,2.3066020011901855,1.4439324140548706,4,35,29382
5,STSva,4,0.845,1.5697743892669678,2.885472059249878,1.330791711807251,1.6363139748573303,0,17,19437
5,STSva,4,0.845,1.5697743892669678,2.885472059249878,1.330791711807251,1.6363139748573303,1,34,28756
5,STSva,4,0.845,1.5697743892669678,2.885472059249878,1.330791711807251,1.6363139748573303,2,151,7841
5,STSva,4,0.845,1.5697743892669678,2.885472059249878,1.330791711807251,1.6363139748573303,3,114,5603
5,STSva,4,0.845,1.5697743892669678,2.885472059249878,1.330791711807251,1.6363139748573303,4,17,19437
5,LO2,2,0.93,1.5005552768707275,3.7923402786254883,2.2678126096725464,1.613945907354355,0,10,13315
5,LO2,2,0.93,1.5005552768707275,3.7923402786254883,2.2678126096725464,1.613945907354355,1,88,46807
5,LO2,2,0.93,1.5005552768707275,3.7923402786254883,2.2678126096725464,1.613945907354355,2,43,3172
5,LO2,2,0.93,1.5005552768707275,3.7923402786254883,2.2678126096725464,1.613945907354355,3,89,47688
5,LO2,2,0.93,1.5005552768707275,3.7923402786254883,2.2678126096725464,1.613945907354355,4,10,13315
5,LO2,1,0.8,1.3783581256866455,3.7529711723327637,2.433565378189087,1.5000363945961,0,63,38818
5,LO2,1,0.8,1.3783581256866455,3.7529711723327637,2.433565378189087,1.5000363945961,1,88,46807
5,LO2,1,0.8,1.3783581256866455,3.7529711723327637,2.433565378189087,1.5000363945961,2,10,13315
5,LO2,1,0.8,1.3783581256866455,3.7529711723327637,2.433565378189087,1.5000363945961,3,105,53156
5,LO2,1,0.8,1.3783581256866455,3.7529711723327637,2.433565378189087,1.5000363945961,4,63,38818
